brand,model,year,body_type,fuel_type,engine_volume,mileage,transmission,drive_type,steering_wheel,kz_registration,imgs_count,price,g_start_year,g_end_year,g_is_current,g_number,g_is_restyling,g_age_car_release,g_span,generation_number_missing,target_log_price,is_premium,city_name,region,city_tier,is_big_city,is_electric,car_age,is_new_car,is_recent_car,is_old_car,age_bucket,is_metallic,base_color,color_known,log_mileage,mileage_per_year,log_mileage_per_year,has_low_mileage,has_high_mileage,is_automatic_like,body_segment,log_imgs_count,has_few_photos,has_many_photos,brand_model
Audi,A6,1996,Седан,бензин,2.6,111111,Автомат,Передний привод,1,1,11,2600000,1994.0,1997.0,0.0,0.0,0.0,2.0,3.0,1,14.77102238760702,1,Астана,Акмолинская область,tier_1,1,0,30,0,0,1,20_plus,0,unknown,0,11.618293980596055,3703.7,8.217357562791886,1,0,1,sedan_like,2.4849066497880004,0,0,Audi__A6
Chevrolet,Aveo,2013,Седан,бензин,1.6,130000,Автомат,Передний привод,1,1,10,3200000,2011.0,2015.0,0.0,0.0,0.0,2.0,4.0,1,14.978661680269907,0,Усть-Каменогорск,Восточно-Казахстанская область,regional_center,0,0,13,0,0,0,13_20,0,unknown,0,11.775297421715827,10000.0,9.210440366976517,0,0,1,sedan_like,2.3978952727983707,0,0,Chevrolet__Aveo
Toyota,Camry,2011,Седан,бензин,2.5,334672,Автомат,Передний привод,1,0,3,4000000,2009.0,2011.0,0.0,0.0,1.0,2.0,2.0,1,15.201805169084134,0,Атырау,Атырауская область,regional_center,0,0,15,0,0,1,13_20,0,синий,1,12.720909214689428,22311.466666666667,10.012900844589973,0,0,1,sedan_like,1.3862943611198906,1,0,Toyota__Camry
Lexus,LX 470,2000,Внедорожник,бензин,4.7,280000,Автомат,Полный привод,1,1,22,8999999,1998.0,2002.0,0.0,2.0,0.0,2.0,4.0,0,16.012735135300492,1,Алматы,Алматинская область,tier_1,1,0,26,0,0,1,20_plus,1,белый,1,12.54254845357358,10769.23076923077,9.284541196961804,0,0,1,suv_like,3.1354942159291497,0,1,Lexus__LX 470
Hyundai,Palisade,2024,Кроссовер,бензин,3.5,54765,Автомат,Полный привод,1,1,25,23690000,2022.0,2026.0,1.0,1.0,1.0,2.0,4.0,0,16.98056361834687,0,Астана,Акмолинская область,tier_1,1,0,2,0,1,0,2_3,0,unknown,0,10.910824842428626,27382.5,10.21769592120605,0,0,1,suv_like,3.258096538021482,0,1,Hyundai__Palisade
Mercedes-Benz,GL 350,2010,Внедорожник,дизель,3.0,180000,Автомат,Полный привод,1,1,6,13000000,2009.0,2012.0,0.0,0.0,1.0,1.0,3.0,1,16.380459992348886,1,Алматы,Алматинская область,tier_1,1,0,16,0,0,1,13_20,1,синий,1,12.100717685412471,11250.0,9.328212292571072,0,0,1,suv_like,1.9459101490553132,0,0,Mercedes-Benz__GL 350
Toyota,Land Cruiser Prado,1997,Внедорожник,дизель,3.0,300000,Автомат,Полный привод,0,1,15,5200000,1996.0,2000.0,0.0,0.0,0.0,1.0,4.0,1,15.46416937585933,0,Алматы,Алматинская область,tier_1,1,0,29,0,0,1,20_plus,1,серебристый,1,12.611541086966115,10344.827586206897,9.24433858564661,0,0,1,suv_like,2.772588722239781,0,1,Toyota__Land Cruiser Prado
Mercedes-Benz,GL 500,2013,Внедорожник,бензин,4.7,192000,Автомат,Полный привод,1,1,16,16000000,2012.0,2016.0,0.0,0.0,0.0,1.0,4.0,1,16.588099342704055,1,Алматы,Алматинская область,tier_1,1,0,13,0,0,0,13_20,1,черный,1,12.165255859329688,14769.23076923077,9.600368999589609,0,0,1,suv_like,2.833213344056216,0,1,Mercedes-Benz__GL 500
Mercedes-Benz,C 180,2007,Седан,бензин,1.8,297550,Автомат,Задний привод,1,1,14,4330000,2006.0,2011.0,0.0,0.0,0.0,1.0,5.0,1,15.281078330925528,1,Астана,Акмолинская область,tier_1,1,0,19,0,0,1,13_20,1,белый,1,12.603340917847051,15660.526315789473,9.658962430682243,0,0,1,sedan_like,2.70805020110221,0,0,Mercedes-Benz__C 180
Kia,Sportage,2022,Кроссовер,бензин,2.4,32000,Автомат,Полный привод,1,1,30,13500000,2018.0,2026.0,1.0,4.0,1.0,4.0,8.0,0,16.41820031748273,0,Атырау,Атырауская область,regional_center,0,0,4,0,0,0,4_7,0,unknown,0,10.373522431293592,8000.0,8.987321812850125,0,0,1,suv_like,3.4339872044851463,0,1,Kia__Sportage
Chevrolet,Nexia,2021,Седан,бензин,1.5,100000,Механика,Передний привод,1,1,9,2000000,2020.0,2026.0,1.0,1.0,0.0,1.0,6.0,0,14.508658238524095,0,Усть-Каменогорск,Восточно-Казахстанская область,regional_center,0,0,5,0,0,0,4_7,0,unknown,0,11.51293546492023,20000.0,9.90353755128617,0,0,0,sedan_like,2.302585092994046,0,0,Chevrolet__Nexia
Toyota,Corolla,2023,Седан,бензин,1.2,24400,Вариатор,Передний привод,1,1,7,8500000,2019.0,2026.0,1.0,0.0,0.0,4.0,7.0,1,15.955576839107596,0,Алматы,Алматинская область,tier_1,1,0,3,0,1,0,2_3,0,белый,1,10.102379394048045,8133.333333333333,9.003849065875023,0,0,1,sedan_like,2.0794415416798357,0,0,Toyota__Corolla
Audi,Q5,2013,Кроссовер,бензин,2.0,140000,Автомат,Полный привод,1,1,14,9300000,2012.0,2017.0,0.0,1.0,1.0,1.0,5.0,0,16.04552506565036,1,Астана,Акмолинская область,tier_1,1,0,13,0,0,0,13_20,1,черный,1,11.849404844423074,10769.23076923077,9.284541196961804,0,0,1,suv_like,2.70805020110221,0,0,Audi__Q5
Audi,A6,1997,Седан,бензин,2.4,300000,Автомат,Передний привод,1,1,5,3000000,1997.0,2001.0,0.0,0.0,0.0,0.0,4.0,1,14.914123179965662,1,Семей,Абайская область,regional_center,0,0,29,0,0,1,20_plus,1,серебристый,1,12.611541086966115,10344.827586206897,9.24433858564661,0,0,1,sedan_like,1.791759469228055,0,0,Audi__A6
Kia,Cerato,2012,Седан,бензин,1.6,274000,Автомат,Передний привод,1,1,4,4100000,2008.0,2013.0,0.0,2.0,0.0,4.0,5.0,0,15.226497775576945,0,Алматы,Алматинская область,tier_1,1,0,14,0,0,0,13_20,0,unknown,0,12.520887034998584,19571.428571428572,9.881877149340161,0,0,1,sedan_like,1.6094379124341003,0,0,Kia__Cerato
Toyota,Camry,2013,Седан,бензин,2.5,132989,Автомат,Передний привод,1,1,12,6800000,2011.0,2014.0,0.0,0.0,0.0,2.0,3.0,1,15.732433317205148,0,Актау,Мангистауская область,regional_center,0,0,13,0,0,0,13_20,0,серый,1,11.798029216407208,10229.923076923076,9.233170087223275,0,0,1,sedan_like,2.5649493574615367,0,0,Toyota__Camry
Mercedes-Benz,E 280,1997,Седан,бензин,2.8,380000,Автомат,Задний привод,1,1,6,4200000,1995.0,1999.0,0.0,0.0,0.0,2.0,4.0,1,15.250595321348806,1,Семей,Абайская область,regional_center,0,0,29,0,0,1,20_plus,0,серебристый,1,12.847929163278053,13103.448275862069,9.480707014593666,0,0,1,sedan_like,1.9459101490553132,0,0,Mercedes-Benz__E 280
Mercedes-Benz,G 500,2008,Внедорожник,бензин,5.5,236000,Автомат,Полный привод,1,1,17,17500000,2006.0,2012.0,0.0,0.0,1.0,2.0,6.0,1,16.677711496036597,1,Алматы,Алматинская область,tier_1,1,0,18,0,0,1,13_20,1,черный,1,12.371591321286905,13111.111111111111,9.481291594389525,0,0,1,suv_like,2.8903717578961645,0,1,Mercedes-Benz__G 500
Kia,Rio,2014,Седан,бензин,1.6,141000,Механика,Передний привод,1,1,6,4100000,2011.0,2015.0,0.0,3.0,0.0,3.0,4.0,0,15.226497775576945,0,Темиртау,Карагандинская область,other_city,0,0,12,0,0,0,8_12,0,белый,1,11.856522261533737,11750.0,9.371693622333941,0,0,0,sedan_like,1.9459101490553132,0,0,Kia__Rio
Audi,A6,1995,Седан,бензин,2.0,200000,Механика,Передний привод,1,1,16,2600000,1994.0,1997.0,0.0,0.0,0.0,1.0,3.0,1,14.77102238760702,1,Тараз,Жамбылская область,regional_center,0,0,31,0,0,1,20_plus,1,синий,1,12.206077645517674,6451.612903225807,8.772240429033769,0,0,0,sedan_like,2.833213344056216,0,1,Audi__A6
Kia,Cerato,2023,Седан,бензин,2.0,35000,Автомат,Передний привод,1,1,5,11000000,2021.0,2026.0,1.0,4.0,1.0,2.0,5.0,0,16.213405921671733,0,Астана,Акмолинская область,tier_1,1,0,3,0,1,0,2_3,1,белый,1,10.463131911491967,11666.666666666666,9.364576762415895,0,0,1,sedan_like,1.791759469228055,0,0,Kia__Cerato
Kia,Sorento,2024,Кроссовер,бензин,2.5,45000,Автомат,Полный привод,1,1,14,17000000,2020.0,2026.0,1.0,4.0,0.0,4.0,6.0,0,16.648723960844016,0,Астана,Акмолинская область,tier_1,1,0,2,0,1,0,2_3,0,черный,1,10.714439990727769,22500.0,10.021315031649332,0,0,1,suv_like,2.70805020110221,0,0,Kia__Sorento
Lexus,LX 570,2008,Внедорожник,бензин,5.7,475000,Автомат,Полный привод,1,1,8,15000000,2007.0,2012.0,0.0,3.0,0.0,1.0,5.0,0,16.52356082573315,1,Павлодар,Павлодарская область,regional_center,0,0,18,0,0,1,13_20,0,unknown,0,13.07107218827772,26388.88888888889,10.180736219139469,0,0,1,suv_like,2.1972245773362196,0,0,Lexus__LX 570
Chevrolet,Cobalt,2021,Седан,бензин,1.5,137670,Механика,Передний привод,1,1,15,4400000,2020.0,2026.0,1.0,2.0,1.0,1.0,6.0,0,15.29711532616119,0,Аулиеколь,Костанайская область,other_city,0,0,5,0,0,0,4_7,1,красный,1,11.832622059777249,27534.0,10.223213201696582,0,0,0,sedan_like,2.772588722239781,0,1,Chevrolet__Cobalt
Hyundai,Starex,2018,Минивэн,газ,2.4,52000,Автомат,Задний привод,1,1,18,14600000,2017.0,2026.0,1.0,3.0,0.0,1.0,9.0,0,16.496532155171714,0,Шымкент,Туркестанская область,tier_2,1,0,8,0,0,0,8_12,1,серебристый,1,10.859018228147887,6500.0,8.77971129020447,0,0,1,van_like,2.9444389791664403,0,1,Hyundai__Starex
Mercedes-Benz,E 200,2014,Седан,бензин,2.0,165000,Автомат,Задний привод,1,1,12,11600000,2013.0,2017.0,0.0,0.0,1.0,1.0,4.0,1,16.266515742283485,1,Алматы,Алматинская область,tier_1,1,0,12,0,0,0,8_12,0,unknown,0,12.013706813470414,13750.0,9.528866827722945,0,0,1,sedan_like,2.5649493574615367,0,0,Mercedes-Benz__E 200
Toyota,Vellfire,2011,Минивэн,бензин,2.4,555555,Вариатор,Передний привод,0,1,10,8000000,2008.0,2015.0,0.0,1.0,0.0,3.0,7.0,0,15.894952224644102,0,Астана,Акмолинская область,tier_1,1,0,15,0,0,1,13_20,1,черный,1,13.227724693061836,37037.0,10.51969969162195,0,1,1,van_like,2.3978952727983707,0,0,Toyota__Vellfire
Lexus,GS 350,2007,Седан,бензин,3.5,300000,Автомат,Полный привод,1,1,18,5000000,2004.0,2007.0,0.0,3.0,0.0,3.0,3.0,0,15.424948670398354,1,Алматы,Алматинская область,tier_1,1,0,19,0,0,1,13_20,1,серебристый,1,12.611541086966115,15789.473684210527,9.66716210579976,0,0,1,sedan_like,2.9444389791664403,0,1,Lexus__GS 350
Chevrolet,Aveo,2013,Седан,бензин,1.6,127324,Автомат,Передний привод,1,1,32,3500000,2011.0,2015.0,0.0,0.0,0.0,2.0,4.0,1,15.068273812173887,0,Астана,Акмолинская область,tier_1,1,0,13,0,0,0,13_20,1,белый,1,11.754498151752806,9794.153846153846,9.189643036855992,0,0,1,sedan_like,3.4965075614664802,0,1,Chevrolet__Aveo
Toyota,Corolla,2020,Седан,бензин,1.6,133500,Вариатор,Передний привод,1,1,13,8600000,2019.0,2026.0,1.0,0.0,0.0,1.0,7.0,1,15.967272877502799,0,Павлодар,Павлодарская область,regional_center,0,0,6,0,0,0,4_7,0,unknown,0,11.80186424743109,22250.0,10.010142230404668,0,0,1,sedan_like,2.639057329615259,0,0,Toyota__Corolla
Mercedes-Benz,E 300,2017,Седан,бензин,2.0,97000,Автомат,Полный привод,1,1,11,19000000,2016.0,2020.0,0.0,0.0,0.0,1.0,4.0,1,16.759949589762293,1,Астана,Акмолинская область,tier_1,1,0,9,0,0,0,8_12,1,белый,1,11.48247656671073,10777.777777777777,9.285334459350333,0,0,1,sedan_like,2.4849066497880004,0,0,Mercedes-Benz__E 300
Audi,A8,1995,Седан,бензин,2.8,500000,Автомат,Полный привод,1,1,10,2700000,1994.0,1999.0,0.0,1.0,0.0,1.0,5.0,0,14.80876270134486,1,Актобе,Актюбинская область,regional_center,0,0,31,0,0,1,20_plus,0,unknown,0,13.122365377402328,16129.032258064517,9.688438170997262,0,0,1,sedan_like,2.3978952727983707,0,0,Audi__A8
Kia,K7,2020,Седан,гибрид,2.5,140000,Автомат,Передний привод,1,1,11,10500000,2019.0,2021.0,0.0,2.0,1.0,1.0,2.0,0,16.166885910365842,0,Туркестан,Туркестанская область,regional_center,0,0,6,0,0,0,4_7,0,белый,1,11.849404844423074,23333.333333333332,10.057681088587902,0,0,1,sedan_like,2.4849066497880004,0,0,Kia__K7
Hyundai,Tucson,2019,Кроссовер,бензин,2.0,92602,Автомат,Передний привод,1,1,25,9790000,2018.0,2021.0,0.0,3.0,1.0,1.0,3.0,0,16.096872116651735,0,Астана,Акмолинская область,tier_1,1,0,7,0,0,0,4_7,0,серый,1,11.436076817517693,13228.857142857143,9.490231459080722,0,0,1,suv_like,3.258096538021482,0,1,Hyundai__Tucson
BMW,520,1996,Седан,бензин,2.0,450000,Механика,Задний привод,1,1,13,3000000,1995.0,2000.0,0.0,0.0,0.0,1.0,5.0,1,14.914123179965662,1,Павлодар,Павлодарская область,regional_center,0,0,30,0,0,1,20_plus,0,unknown,0,13.017005083966255,15000.0,9.61587214452889,0,0,0,sedan_like,2.639057329615259,0,0,BMW__520
Lexus,ES 330,2003,Седан,бензин,3.3,228000,Автомат,Передний привод,1,1,5,4900000,2001.0,2006.0,0.0,4.0,0.0,2.0,5.0,0,15.404745967162468,1,Алматы,Алматинская область,tier_1,1,0,23,0,0,1,20_plus,0,unknown,0,12.337105293891872,9913.04347826087,9.201707564112649,0,0,1,sedan_like,1.791759469228055,0,0,Lexus__ES 330
Lexus,GS 250,2013,Седан,бензин,2.5,230000,Автомат,Задний привод,1,1,28,12000000,2011.0,2015.0,0.0,4.0,0.0,2.0,4.0,0,16.300417291085605,1,Алматы,Алматинская область,tier_1,1,0,13,0,0,0,13_20,0,unknown,0,12.345838935721968,17692.30769230769,9.780941750585633,0,0,1,sedan_like,3.367295829986474,0,1,Lexus__GS 250
Kia,Sportage,2014,Кроссовер,бензин,2.0,228000,Механика,Полный привод,1,1,6,5550000,2010.0,2014.0,0.0,3.0,0.0,4.0,4.0,0,15.52930866590278,0,Астана,Акмолинская область,tier_1,1,0,12,0,0,0,8_12,0,unknown,0,12.337105293891872,19000.0,9.852246888342531,0,0,0,suv_like,1.9459101490553132,0,0,Kia__Sportage
Lexus,RX 300,2020,Кроссовер,бензин,2.0,77593,Автомат,Полный привод,1,1,19,25000000,2019.0,2026.0,1.0,4.0,1.0,1.0,7.0,0,17.034386422832473,1,Алматы,Алматинская область,tier_1,1,0,6,0,0,0,4_7,0,белый,1,11.259245383594369,12932.166666666666,9.467550350262284,0,0,1,suv_like,2.995732273553991,0,1,Lexus__RX 300
Toyota,Land Cruiser,2012,Внедорожник,бензин,4.6,240000,Автомат,Полный привод,1,1,99,22200000,2012.0,2015.0,0.0,0.0,1.0,0.0,3.0,1,16.915602891887552,0,Астана,Акмолинская область,tier_1,1,0,14,0,0,0,13_20,1,серебристый,1,12.388398368982115,17142.85714285714,9.74939520434088,0,0,1,suv_like,4.605170185988092,0,1,Toyota__Land Cruiser
Toyota,Previa,2003,Минивэн,бензин,2.4,200000,Механика,Передний привод,1,1,5,4800000,2000.0,2006.0,0.0,0.0,0.0,3.0,6.0,1,15.38412668421143,0,Семей,Абайская область,regional_center,0,0,23,0,0,1,20_plus,0,unknown,0,12.206077645517674,8695.652173913044,9.07069342298903,0,0,0,van_like,1.791759469228055,0,0,Toyota__Previa
Kia,K7,2014,Седан,бензин,3.0,196819,Автомат,Передний привод,1,1,29,6900000,2012.0,2015.0,0.0,1.0,1.0,2.0,3.0,0,15.747032114495013,0,Астана,Акмолинская область,tier_1,1,0,12,0,0,0,8_12,0,черный,1,12.190044884452977,16401.583333333332,9.70519412173247,0,0,1,sedan_like,3.4011973816621555,0,1,Kia__K7
BMW,728,1996,Седан,бензин,2.8,353000,Автомат,Задний привод,1,1,37,6200000,1994.0,1998.0,0.0,0.0,0.0,2.0,4.0,1,15.64006001130563,1,Алматы,Алматинская область,tier_1,1,0,30,0,0,1,20_plus,1,синий,1,12.77422616877261,11766.666666666666,9.37311093647788,0,0,1,sedan_like,3.6375861597263857,0,1,BMW__728
Lexus,RX 330,2003,Кроссовер,бензин,3.3,350000,Автомат,Полный привод,1,1,8,6500000,2003.0,2006.0,0.0,2.0,0.0,0.0,3.0,0,15.687312888712007,1,Алматы,Алматинская область,tier_1,1,0,23,0,0,1,20_plus,1,синий,1,12.765691290604371,15217.391304347826,9.630259929663072,0,0,1,suv_like,2.1972245773362196,0,0,Lexus__RX 330
BMW,X5,2014,Кроссовер,бензин,3.0,190000,Автомат,Полный привод,1,1,18,17000000,2013.0,2018.0,0.0,0.0,0.0,1.0,5.0,1,16.648723960844016,1,Караганда,Карагандинская область,regional_center,0,0,12,0,0,0,8_12,0,unknown,0,12.154784614286667,15833.333333333334,9.669935857254984,0,0,1,suv_like,2.9444389791664403,0,1,BMW__X5
Lexus,GS 300,2007,Седан,бензин,3.0,258000,Автомат,Задний привод,1,1,7,5500000,2004.0,2007.0,0.0,3.0,0.0,3.0,3.0,0,15.520258832020865,1,Кокшетау,Акмолинская область,regional_center,0,0,19,0,0,1,13_20,0,unknown,0,12.460718739865236,13578.947368421053,9.516349525436624,0,0,1,sedan_like,2.0794415416798357,0,0,Lexus__GS 300
Kia,Optima,2014,Седан,бензин,2.0,117845,Автомат,Передний привод,1,1,24,6990000,2013.0,2015.0,0.0,3.0,1.0,1.0,2.0,0,15.7599912572715,0,Шымкент,Туркестанская область,tier_2,1,0,12,0,0,0,8_12,0,синий,1,11.677133966337257,9820.416666666666,9.192320654351558,0,0,1,sedan_like,3.2188758248682006,0,1,Kia__Optima
